report_date,report_begin_date,report_end_date,year,month,commodity,group,region,price_min,price_max,price_Unit,report_narrative,commodity_narrative

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 02/21/2020 to 02/27/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $2.88        $2.07       $1.89
Organic                      $3.81        $4.17       $4.07

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.00        $3.00       $3.00
South Central                $3.99        $3.99       $3.99

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $2.96        $3.72       $2.24
 Organic                     $6.48        $5.99       $5.31
 
Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $3.40        $3.00       $3.58

Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -1.00
Trade Activity: Slow"
02/24/2020,02/24/2020,02/28/2020,2020,2,Cream,Class II,Midwest,1.15,1.2,Factor Pricing,,"Fluid milk output remains strong in the region. However, some farmers are reporting component content levels are underwhelming. They suggest feed quality is likely a factor in the lower protein/fat content of the milk. Farmers in the upper Midwest suggest cows are eating through silage now, which is in relatively balanced supply. South Central farmers say hay has been plentiful over the mild winter. Some bottlers relayed January sales numbers were slightly off from last year and expectations are not improving for February. Southeastern bottlers and processors, who were pulling milk from the Midwest some short months ago, are now full on their own supplies. Cheese plant managers are finding milk at $1 to $5 under Class III. In comparison to previous years, the discounts are noticeably lower. In 2019, prices were Class to $2 under, 2018 prices were $1 over to $3.50 under, and prices in 2017 were $1.50 to $2 under Class. Cheesemakers' production rates vary. Some are busier, taking advantage of the current spot milk availability, while others have kept production in check and are foregoing the milk market altogether. Cream remains widely available. Butter churning is active, and butter plant managers suggest cream is very easy to find.

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 02/21/2020 to 02/27/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $2.88        $2.07       $1.89
Organic                      $3.81        $4.17       $4.07

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.00        $3.00       $3.00
South Central                $3.99        $3.99       $3.99

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $2.96        $3.72       $2.24
 Organic                     $6.48        $5.99       $5.31
 
Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $3.40        $3.00       $3.58

Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -1.00
Trade Activity: Slow"
03/02/2020,03/02/2020,03/06/2020,2020,3,Cream,Class II,Midwest,1.9797,2.1519,Dollars per Pound,,"Most reports are that farm milk output is strong, although some farmers report level yields. Regardless, there is plenty of milk for both bottling and processing. Bottler demand reports are steady. Cheesemakers are generally not interested in even slight discounts; they are reporting only discounts ranging from $2 under Class or less. Prices in 2019 were $.50 to $2 under, 2018’s prices were $2 to $3 under and prices in 2017 were $1.50 to $4 under Class. A majority of Midwestern cheese contacts suggest they are not interested, as internally sourced milk is aplenty. Although cream multiples increased on the top, most cream prices are trending at similar levels to last week. Some ice cream manufacturing contacts say they are at the beginning, or at least getting operations set up for the upcoming increase in production. There are some expectations that cream buying will relieve some of the pressure suppliers have faced throughout February. As feed quality reports are mixed in the Central and upper Midwest, Texas corn planting is underway. Farmers there report rain of late has been a benefit in order to find moist planting soil. Farmers across the region are hopeful for a “more typical” planting year than they had last year, with historic rainfall during the spring in areas from north to south.           

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 02/28/2020 to 03/05/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $1.41        $2.88       $2.31
Organic                      $4.24        $3.81       $4.00

Regional (Conventional)     Wtd. Ave.      Low         High
Midwest                      $1.41        $0.88       $1.99
South Central                $1.62        $0.99       $1.99

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.49        $3.49       $3.49
South Central                $3.50        $3.50       $3.50

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $2.99        $2.96       $2.58
 Organic                     $6.13        $6.48       $5.51
 
Price Range - Class III Milk; $/CWT; Spot Basis:   -4.00  -  -2.00
Trade Activity: Slow"
03/02/2020,03/02/2020,03/06/2020,2020,3,Cream,Class II,Midwest,1.15,1.25,Factor Pricing,,"Most reports are that farm milk output is strong, although some farmers report level yields. Regardless, there is plenty of milk for both bottling and processing. Bottler demand reports are steady. Cheesemakers are generally not interested in even slight discounts; they are reporting only discounts ranging from $2 under Class or less. Prices in 2019 were $.50 to $2 under, 2018’s prices were $2 to $3 under and prices in 2017 were $1.50 to $4 under Class. A majority of Midwestern cheese contacts suggest they are not interested, as internally sourced milk is aplenty. Although cream multiples increased on the top, most cream prices are trending at similar levels to last week. Some ice cream manufacturing contacts say they are at the beginning, or at least getting operations set up for the upcoming increase in production. There are some expectations that cream buying will relieve some of the pressure suppliers have faced throughout February. As feed quality reports are mixed in the Central and upper Midwest, Texas corn planting is underway. Farmers there report rain of late has been a benefit in order to find moist planting soil. Farmers across the region are hopeful for a “more typical” planting year than they had last year, with historic rainfall during the spring in areas from north to south.           

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 02/28/2020 to 03/05/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $1.41        $2.88       $2.31
Organic                      $4.24        $3.81       $4.00

Regional (Conventional)     Wtd. Ave.      Low         High
Midwest                      $1.41        $0.88       $1.99
South Central                $1.62        $0.99       $1.99

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.49        $3.49       $3.49
South Central                $3.50        $3.50       $3.50

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $2.99        $2.96       $2.58
 Organic                     $6.13        $6.48       $5.51
 
Price Range - Class III Milk; $/CWT; Spot Basis:   -4.00  -  -2.00
Trade Activity: Slow"
03/09/2020,03/09/2020,03/13/2020,2020,3,Cream,Class II,Midwest,2.1739,2.3225,Dollars per Pound,,"Milk production continues to remain or steadily increase farm to farm. With spring nearing, spring flush level milk is already upon the Western region and moving toward the Central United States. Bottlers are already slower, and spring break extensions in the southern portion of the region (due to coronavirus) are not expected to help demand. Cheese producers have reported plentiful, if not more than plentiful, milk supplies. Offers are voluminous and prices continued to decline on the bottom end of the spot milk range. During this same week in 2017, prices did reach the current $5 discounts, but the last two years did not near that mark. Last year, spot milk prices ranged from $.50 to $2 under, while in 2018 prices were $1 over to $3 under during week 11. With bottling demand lighter, milk availability is not expected to diminish shortly. Cream reports were mostly similar to last week, with some slight upticks on the bottom of the multiples range. Ice cream producers have begun to enter the fray, but they are not making a huge dent, yet. That said, they are taking on cream early in the week, as multiples remain higher on the top of the range. Condensed skim is widely available from Western or Eastern suppliers. Last year at this time, farmers in the upper Midwest were recovering from a tough late winter. The end of winter this year could not be more different. Many contacts have continually suggested winter situations were mostly mild in 2019/20. Feed quality is in question, but right now dairy farmers say their feed situation is adequate.  

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/06/2020 to 03/12/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $2.64        $1.41       $2.39
Organic                      $4.24        $4.24       $3.61

Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $1.99        $1.99       $1.99

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.99        $3.99       $3.99
South Central                $4.29        $4.29       $4.29

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $3.63        $2.99       $2.70
 Organic                     $5.40        $6.13       $4.99
 
Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $3.99        $3.99       $3.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -2.00
Trade Activity: Slow"
03/09/2020,03/09/2020,03/13/2020,2020,3,Cream,Class II,Midwest,1.17,1.25,Factor Pricing,,"Milk production continues to remain or steadily increase farm to farm. With spring nearing, spring flush level milk is already upon the Western region and moving toward the Central United States. Bottlers are already slower, and spring break extensions in the southern portion of the region (due to coronavirus) are not expected to help demand. Cheese producers have reported plentiful, if not more than plentiful, milk supplies. Offers are voluminous and prices continued to decline on the bottom end of the spot milk range. During this same week in 2017, prices did reach the current $5 discounts, but the last two years did not near that mark. Last year, spot milk prices ranged from $.50 to $2 under, while in 2018 prices were $1 over to $3 under during week 11. With bottling demand lighter, milk availability is not expected to diminish shortly. Cream reports were mostly similar to last week, with some slight upticks on the bottom of the multiples range. Ice cream producers have begun to enter the fray, but they are not making a huge dent, yet. That said, they are taking on cream early in the week, as multiples remain higher on the top of the range. Condensed skim is widely available from Western or Eastern suppliers. Last year at this time, farmers in the upper Midwest were recovering from a tough late winter. The end of winter this year could not be more different. Many contacts have continually suggested winter situations were mostly mild in 2019/20. Feed quality is in question, but right now dairy farmers say their feed situation is adequate.  

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/06/2020 to 03/12/2020

Half Gallon, All Fat Tests       Weighted Average Price
National                  This Period   Last Week   Last Year
Conventional                 $2.64        $1.41       $2.39
Organic                      $4.24        $4.24       $3.61

Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $1.99        $1.99       $1.99

Regional (Organic)          Wtd. Ave.      Low         High
Midwest                      $3.99        $3.99       $3.99
South Central                $4.29        $4.29       $4.29

Gallon, All Fat Tests             Weighted Average Price
National                   This Period  Last Week   Last Year
 Conventional                $3.63        $2.99       $2.70
 Organic                     $5.40        $6.13       $4.99
 
Regional (Conventional)     Wtd. Ave.      Low         High
South Central                $3.99        $3.99       $3.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -2.00
Trade Activity: Slow"
03/16/2020,03/16/2020,03/20/2020,2020,3,Cream,Class II,Midwest,2.106,2.1786,Dollars per Pound,,"Milk production is steadily busy in the final days of winter. Some areas in the upper Midwest are expecting spats of rough winter weather, but only short lived until returning to mild/pleasant conditions for cows. This week has wrought a number of changes to the dairy industry and the world around it. Undoubtedly, food service orders for bottlers, cheesemakers and other dairy processors have nearly come to a halt. School districts throughout the country are expecting to remain closed until April at the earliest, while others are indefinitely closed. Naturally, those food service orders are quiet. That said, what contacts have deemed the ""toilet paper effect,"" wherein customers are clearing the shelves in grocery stores of dietary and toiletry staples, including bread, eggs, milk, cheese, yogurt and butter, has sent retail ordering into new territory. Spot milk into bottling plants has increased across the country. Cheese plant managers are reporting similar discounts as last week. That said, some say prices are higher given the bottling pull, mentioned previously. Cream is heavy in supply. Butter churning is busy. Cream prices held above flat market in the Midwest, but Western multiples are falling and contacts do not expect Midwestern multiples to hold up much longer. As more milk enters bottling facilities, milk fat is being spun off and cream handlers are concerned about increasing supplies with only steady/lackluster demand. They expect ice cream producers to help out soon. Winter wheat crop reports are generally positive out of the southern portion of the region. In Texas, corn is being planted and ahead of last year by a good margin, as recent rains have helped instead of hindered planting. 

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/13/2020 to 03/19/2020


Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $2.39        $2.64       $2.29
Organic                     $3.99        $4.24       $4.09

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $4.49        $4.49       $4.49
                        

Regional (Organic)           Wtd. Ave.    Low         High
South Central               $4.12        $3.99       $4.99

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $2.84        $3.63       $2.81
 Organic                    $6.87        $5.40        n.a.

Regional (Conventional)      Wtd. Ave.    Low        High
South Central               $2.91        $2.39       $3.39

Regional (Organic)           Wtd. Ave.      Low        High
Midwest                      n.a.         n.a.        n.a.
South Central               $7.99        $7.99       $7.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -6.00  -  -2.00
Trade Activity: Moderate"
03/16/2020,03/16/2020,03/20/2020,2020,3,Cream,Class II,Midwest,1.16,1.2,Factor Pricing,,"Milk production is steadily busy in the final days of winter. Some areas in the upper Midwest are expecting spats of rough winter weather, but only short lived until returning to mild/pleasant conditions for cows. This week has wrought a number of changes to the dairy industry and the world around it. Undoubtedly, food service orders for bottlers, cheesemakers and other dairy processors have nearly come to a halt. School districts throughout the country are expecting to remain closed until April at the earliest, while others are indefinitely closed. Naturally, those food service orders are quiet. That said, what contacts have deemed the ""toilet paper effect,"" wherein customers are clearing the shelves in grocery stores of dietary and toiletry staples, including bread, eggs, milk, cheese, yogurt and butter, has sent retail ordering into new territory. Spot milk into bottling plants has increased across the country. Cheese plant managers are reporting similar discounts as last week. That said, some say prices are higher given the bottling pull, mentioned previously. Cream is heavy in supply. Butter churning is busy. Cream prices held above flat market in the Midwest, but Western multiples are falling and contacts do not expect Midwestern multiples to hold up much longer. As more milk enters bottling facilities, milk fat is being spun off and cream handlers are concerned about increasing supplies with only steady/lackluster demand. They expect ice cream producers to help out soon. Winter wheat crop reports are generally positive out of the southern portion of the region. In Texas, corn is being planted and ahead of last year by a good margin, as recent rains have helped instead of hindered planting. 

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/13/2020 to 03/19/2020


Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $2.39        $2.64       $2.29
Organic                     $3.99        $4.24       $4.09

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $4.49        $4.49       $4.49
                        

Regional (Organic)           Wtd. Ave.    Low         High
South Central               $4.12        $3.99       $4.99

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $2.84        $3.63       $2.81
 Organic                    $6.87        $5.40        n.a.

Regional (Conventional)      Wtd. Ave.    Low        High
South Central               $2.91        $2.39       $3.39

Regional (Organic)           Wtd. Ave.      Low        High
Midwest                      n.a.         n.a.        n.a.
South Central               $7.99        $7.99       $7.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -6.00  -  -2.00
Trade Activity: Moderate"
03/23/2020,03/23/2020,03/27/2020,2020,3,Cream,Class II,Midwest,1.9694,2.1594,Dollars per Pound,***UPDATED ON 3/26/2020***,"Dairy farm production is seasonally increasing. Farmers relay milk output is strengthening, although component levels, on some farms, are down from year to year. Bottling, on the other hand, is up from year to year. Contacts suggest demand has settled from last week's ado. Still, bottling contacts suggest year over year numbers are much stronger regarding intakes of milk into Class I. While this is spring break season, which, in a normal year, usually presents a lull in Class I demand, cheese producers are reporting overages on spot milk for the first time in 2020, while sub-Class prices also continue. There are some expectations that when bottling settles further, milk availability will not be a concern for cheesemakers. Cream is available. That said, some ice cream buyers were willing to pay higher prices early this week. Undoubtedly, the cream market is mixed. There are plentiful supplies out West, at sub-Class prices. Butter makers say they are full at their plants, but they also pass on that they are trying to sell off excess cream, but buyers are not particularly eager. Farmers in the Midwest are beginning to prep for spring planting. Contacts say there are still areas of snow coverage, but most areas in the region are nearly ready. Winter wheat is in fair to improving conditions in Texas and Oklahoma. 

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/20/2020 to 03/26/2020

Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $1.45        $2.39       $1.85
Organic                     $3.82        $3.99       $4.35

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $1.26        $ .88       $1.50
South Central               $ .99        $ .99       $ .99         

Regional (Organic)           Wtd. Ave.    Low         High
Midwest                     $3.00        $3.00       $3.00         

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $3.72        $2.84       $2.88
 Organic                    $5.00        $6.87       $6.62

Regional (Conventional)      Wtd. Ave.    Low        High
Midwest                     $2.99        $2.99       $2.99
South Central               $7.99        $7.99       $7.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -4.00  -  2.00
Trade Activity: Slow"
03/23/2020,03/23/2020,03/27/2020,2020,3,Cream,Class II,Midwest,1.14,1.25,Factor Pricing,***UPDATED ON 3/26/2020***,"Dairy farm production is seasonally increasing. Farmers relay milk output is strengthening, although component levels, on some farms, are down from year to year. Bottling, on the other hand, is up from year to year. Contacts suggest demand has settled from last week's ado. Still, bottling contacts suggest year over year numbers are much stronger regarding intakes of milk into Class I. While this is spring break season, which, in a normal year, usually presents a lull in Class I demand, cheese producers are reporting overages on spot milk for the first time in 2020, while sub-Class prices also continue. There are some expectations that when bottling settles further, milk availability will not be a concern for cheesemakers. Cream is available. That said, some ice cream buyers were willing to pay higher prices early this week. Undoubtedly, the cream market is mixed. There are plentiful supplies out West, at sub-Class prices. Butter makers say they are full at their plants, but they also pass on that they are trying to sell off excess cream, but buyers are not particularly eager. Farmers in the Midwest are beginning to prep for spring planting. Contacts say there are still areas of snow coverage, but most areas in the region are nearly ready. Winter wheat is in fair to improving conditions in Texas and Oklahoma. 

NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/20/2020 to 03/26/2020

Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $1.45        $2.39       $1.85
Organic                     $3.82        $3.99       $4.35

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $1.26        $ .88       $1.50
South Central               $ .99        $ .99       $ .99         

Regional (Organic)           Wtd. Ave.    Low         High
Midwest                     $3.00        $3.00       $3.00         

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $3.72        $2.84       $2.88
 Organic                    $5.00        $6.87       $6.62

Regional (Conventional)      Wtd. Ave.    Low        High
Midwest                     $2.99        $2.99       $2.99
South Central               $7.99        $7.99       $7.99

Price Range - Class III Milk; $/CWT; Spot Basis:   -4.00  -  2.00
Trade Activity: Slow"
03/30/2020,03/30/2020,04/03/2020,2020,3,Cream,Class II,Midwest,1.6851,1.7178,Dollars per Pound,,"Dairy farmers relay there is pressure to limit production, as milk is being dumped in the Midwest and throughout the rest of the U.S. Even with retail sales still better than average, food service accounts have nearly come to a halt with COVID-19 related closures throughout educational institutions and restaurants throughout the country. Cheesemakers who are still running regular schedules are finding milk at discounts. Last week's overages were no longer reported. Cheesemakers say milk handlers are calling regularly trying to find destinations for their milk loads. Unfortunately for them, cheese production based on food service ordering is very limited. Cream handlers are in a similar scenario. Cream multiples faced a precipitous drop from last week. Butter makers are full of cream in the region, and ice cream producers have limited their intakes. Winter wheat reports continue to convey improvements in Texas. Oklahoma farmers report anxiety regarding COVID-19, but say they are waiting for some of the recent rains to pass/dry off to continue fieldwork. With ethanol production ebbing, some analysts project upper Midwestern corn planting may be replaced by more farmers opting to grow soybeans this year. 


NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/27/2020 to 04/02/2020

Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $1.38        $1.45       $1.55
Organic                     $3.95        $3.82       $4.33

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $1.50        $1.50       $1.50

Regional (Organic)           Wtd. Ave.    Low         High
Midwest                      n.a          n.a         n.a.

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $4.01        $3.72       $2.46
 Organic                    $5.00        $5.00       $6.99

Regional (Conventional)      Wtd. Ave.    Low        High
South Central               $3.99        $3.99       $3.99


Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -4.00
Trade Activity: Slow"
03/30/2020,03/30/2020,04/03/2020,2020,3,Cream,Class II,Midwest,1.03,1.05,Factor Pricing,,"Dairy farmers relay there is pressure to limit production, as milk is being dumped in the Midwest and throughout the rest of the U.S. Even with retail sales still better than average, food service accounts have nearly come to a halt with COVID-19 related closures throughout educational institutions and restaurants throughout the country. Cheesemakers who are still running regular schedules are finding milk at discounts. Last week's overages were no longer reported. Cheesemakers say milk handlers are calling regularly trying to find destinations for their milk loads. Unfortunately for them, cheese production based on food service ordering is very limited. Cream handlers are in a similar scenario. Cream multiples faced a precipitous drop from last week. Butter makers are full of cream in the region, and ice cream producers have limited their intakes. Winter wheat reports continue to convey improvements in Texas. Oklahoma farmers report anxiety regarding COVID-19, but say they are waiting for some of the recent rains to pass/dry off to continue fieldwork. With ethanol production ebbing, some analysts project upper Midwestern corn planting may be replaced by more farmers opting to grow soybeans this year. 


NATIONAL RETAIL REPORT DAIRY – FLUID MILK SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 03/27/2020 to 04/02/2020

Half Gallon, All Fat Tests         Weighted Average Price
National                     This Period  Last Week   Last Year
Conventional                $1.38        $1.45       $1.55
Organic                     $3.95        $3.82       $4.33

Regional (Conventional)      Wtd. Ave.    Low         High
Midwest                     $1.50        $1.50       $1.50

Regional (Organic)           Wtd. Ave.    Low         High
Midwest                      n.a          n.a         n.a.

Gallon, All Fat Tests             Weighted Average Price
National                     This Period  Last Week   Last Year
 Conventional               $4.01        $3.72       $2.46
 Organic                    $5.00        $5.00       $6.99

Regional (Conventional)      Wtd. Ave.    Low        High
South Central               $3.99        $3.99       $3.99


Price Range - Class III Milk; $/CWT; Spot Basis:   -5.00  -  -4.00
Trade Activity: Slow"
04/06/2020,04/06/2020,04/10/2020,2020,4,Cream,Class II,Midwest,1.1939,1.3,Dollars per Pound,,"Spring flush is upon the Midwest, and timing could not be much more untenable for dairy producers. Milk dumping is taking place in dairy country, and additionally in other parts of the U.S. and the world. Dairy producers are expecting an uphill battle to come, and some are expecting more of their partners and fellow patrons to exit the industry. Some dairy farmer contacts relay their month to month production is drifting higher seasonally, but others suggest component levels are shifting lower which has them pointing to feed quality. Regarding feed, some report hay is in fairly short supply, but silage is plentiful. Bottlers have passed on that their milk intakes are slightly higher, but they say recent ups and downs are akin to a whipsaw. The first retail rush related to COVID-19 a few weeks ago had bottlers busy filling orders, clearing many loads of spot milk. But the week after, retail slowed down drastically, hence the ups and downs for Class I contacts. Cheese producers are reporting the lowest overall spot prices in recent years. Some Class III closures or interruptions have milk handlers scrambling to find takers. Ice cream production is going, but cream is so plentiful, prices took a further hit this week. Butter churning is busy in the region, and butter plant managers are finding cream at prices even they find baffling. Some contacts relay cream cheese production, relative to previous years, is quiet right now.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during March was $2.0912, compared to $2.1408 in February. 

Price Range - Class III Milk; $/CWT; Spot Basis:   -8.00  -  -6.00
Trade Activity: Moderate"
04/06/2020,04/06/2020,04/10/2020,2020,4,Cream,Class II,Midwest,0.9,0.98,Factor Pricing,,"Spring flush is upon the Midwest, and timing could not be much more untenable for dairy producers. Milk dumping is taking place in dairy country, and additionally in other parts of the U.S. and the world. Dairy producers are expecting an uphill battle to come, and some are expecting more of their partners and fellow patrons to exit the industry. Some dairy farmer contacts relay their month to month production is drifting higher seasonally, but others suggest component levels are shifting lower which has them pointing to feed quality. Regarding feed, some report hay is in fairly short supply, but silage is plentiful. Bottlers have passed on that their milk intakes are slightly higher, but they say recent ups and downs are akin to a whipsaw. The first retail rush related to COVID-19 a few weeks ago had bottlers busy filling orders, clearing many loads of spot milk. But the week after, retail slowed down drastically, hence the ups and downs for Class I contacts. Cheese producers are reporting the lowest overall spot prices in recent years. Some Class III closures or interruptions have milk handlers scrambling to find takers. Ice cream production is going, but cream is so plentiful, prices took a further hit this week. Butter churning is busy in the region, and butter plant managers are finding cream at prices even they find baffling. Some contacts relay cream cheese production, relative to previous years, is quiet right now.  

The DMN monthly average of the range price series for Upper Midwest Class II cream during March was $2.0912, compared to $2.1408 in February. 

Price Range - Class III Milk; $/CWT; Spot Basis:   -8.00  -  -6.00
Trade Activity: Moderate"
04/13/2020,04/13/2020,04/17/2020,2020,4,Cream,Class II,Midwest,1.1149,1.2669,Dollars per Pound,,"Dairy farmers are reporting strong/steady milk yields. They say chilly early spring weather has been mostly okay for cow comfort. Interestingly, some farmers say component levels are down. Feed quality now, and in the near future, is a concern. Dairy farmers are fighting through the COVID-19 related epidemic, but they say some fellow patrons are likely to close their doors. Bottling contacts reported stronger orders for the second consecutive week. After the early grocery store blitzes, bottling demand reacted. Then, things slowed down as shoppers had their fill of dairy staples. Regardless, bottlers continue to report somewhat of a roller coaster ride regarding their milk needs. All said, milk is clearly plentiful for all processing. With milk hitting the ground throughout the U.S., cheesemakers are reporting the same discounts as last week. Cream supply levels are reaching new marks for dairy market contacts. Butter plant managers are at a point where storage space is becoming an issue. Ice cream production has picked up slightly, but contacts relay it will not be where it needs to until food service closures lift. 

Price Range - Class III Milk; $/CWT; Spot Basis:   -8.00  -  -6.00
Trade Activity: Moderate"
04/13/2020,04/13/2020,04/17/2020,2020,4,Cream,Class II,Midwest,0.88,1,Factor Pricing,,"Dairy farmers are reporting strong/steady milk yields. They say chilly early spring weather has been mostly okay for cow comfort. Interestingly, some farmers say component levels are down. Feed quality now, and in the near future, is a concern. Dairy farmers are fighting through the COVID-19 related epidemic, but they say some fellow patrons are likely to close their doors. Bottling contacts reported stronger orders for the second consecutive week. After the early grocery store blitzes, bottling demand reacted. Then, things slowed down as shoppers had their fill of dairy staples. Regardless, bottlers continue to report somewhat of a roller coaster ride regarding their milk needs. All said, milk is clearly plentiful for all processing. With milk hitting the ground throughout the U.S., cheesemakers are reporting the same discounts as last week. Cream supply levels are reaching new marks for dairy market contacts. Butter plant managers are at a point where storage space is becoming an issue. Ice cream production has picked up slightly, but contacts relay it will not be where it needs to until food service closures lift. 

Price Range - Class III Milk; $/CWT; Spot Basis:   -8.00  -  -6.00
Trade Activity: Moderate"
04/20/2020,04/20/2020,04/24/2020,2020,4,Cream,Class II,Midwest,0.6945,1.1575,Dollars per Pound,,"Milk production rates continue to steadily grow week to week. Farmers in the region are facing hurdles, and milk continues to hit the ground. Farmers report they still expect to get paid for their milk loads, but they are concerned about pay amounts in the uncertainty of the times. They are working to limit production by rationing feed and culling. Bottling is mostly steady, as far as demand. The dairy retail sector is busy, but grocers report a number of hurdles from light staffing to packaging limitations. Cheesemakers continue to find milk at marked discounts, unchanged from week to week. Milk handlers have few bargaining chips, considering the aforementioned milk disposal. Cream handlers also report continued dumping, but they do expect incremental upticks near term as ice cream production/demand has been improving recently. Currently, however, cream is at a bargain for all takers. Butter churning is busy now, but a number of regional butter producers report upcoming checks on production, as their inventory to storage ratio is beginning to slim. Midwestern corn/bean farmers are preparing for fieldwork, as conditions are getting ready. They say fields are drying off, and some say early May is the target to get started.  

Price Range - Class III Milk; $/CWT; Spot Basis:   -8.00  -  -6.00
Trade Activity: Moderate"
